Pair ID,Dataset,Language model,Specificity,Words,Readability score,Cosine similarity,Bi-encoder similarity,Cross-encoder similarity,Cross-encoder inference
pair_13,collaborative_ssd_case_inspection,gpt-oss:20b,1,16,84.845,0.8112086463534662,0.9687366485595703,0.8923863,entailment
pair_14,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,94.04473684210527,0.5516772843673704,0.9121121764183044,0.74861753,entailment
pair_15,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9311363101005554,0.8811081,entailment
pair_16,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9349767565727234,0.8883226,entailment
pair_17,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,94.04473684210527,0.777986605215499,0.9531750082969666,0.94131136,entailment
pair_18,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,94.04473684210527,0.6350852961085884,0.9197515249252319,0.96739364,entailment
pair_19,collaborative_ssd_case_inspection,gpt-oss:20b,1,16,90.13250000000001,0.36860489038724287,0.8911240696907043,0.82074916,entailment
pair_20,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,84.52318181818181,0.6273764344284781,0.9356990456581116,0.8443639,entailment
pair_21,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9273361563682556,0.8227917,entailment
pair_22,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.612825877028341,0.9542902112007141,0.9677985,entailment
pair_23,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.68383685937623,0.9308561086654663,0.77366745,entailment
pair_24,collaborative_ssd_case_inspection,gpt-oss:20b,1,28,81.72928571428575,0.6982972487551755,0.9586902856826782,0.980568,entailment
pair_25,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9285559058189392,0.83422685,entailment
pair_26,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.612825877028341,0.9550208449363708,0.9731857,entailment
pair_27,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9332997798919678,0.81769216,entailment
pair_28,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.7832758944079431,0.9647342562675476,0.8727017,entailment
pair_29,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9341447353363037,0.8204895,entailment
pair_30,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9331339001655579,0.8099696,entailment
pair_31,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.933617889881134,0.8306774,entailment
pair_32,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.6908083950040845,0.9328631162643433,0.7674769,entailment
pair_33,collaborative_ssd_case_inspection,gpt-oss:20b,1,21,92.86285714285715,0.7377556599909154,0.9482519626617432,0.9776643,entailment
pair_34,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,94.04473684210527,0.5773502691896258,0.9253135323524475,0.94753253,entailment
pair_35,collaborative_ssd_case_inspection,gpt-oss:20b,1,27,88.56333333333333,0.5806787313861094,0.909515380859375,0.9662859,entailment
pair_36,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9310720562934875,0.8474974,entailment
pair_37,collaborative_ssd_case_inspection,gpt-oss:20b,1,29,84.04827586206898,0.7263719977186399,0.943051278591156,0.97652155,entailment
pair_38,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9294169545173645,0.800837,entailment
pair_39,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,82.82961538461542,0.7115124735378853,0.9604684114456177,0.97647446,entailment
pair_40,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9316277503967285,0.8215086,entailment
pair_41,collaborative_ssd_case_inspection,gpt-oss:20b,1,23,91.53347826086959,0.6700703342736221,0.9443489909172058,0.9849887,entailment
pair_42,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.6908083950040845,0.9375247359275818,0.75700337,entailment
pair_43,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9364061951637268,0.8215245,entailment
pair_44,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9302604794502258,0.858813,entailment
pair_45,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9364883899688721,0.80920756,entailment
pair_46,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9346099495887756,0.87982595,entailment
pair_47,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.936760663986206,0.8274729,entailment
pair_48,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.7298004491997617,0.9449495077133179,0.88697946,entailment
pair_49,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,94.04473684210527,0.6350852961085884,0.9278906583786011,0.97975093,entailment
pair_50,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9355041980743408,0.83439636,entailment
pair_51,collaborative_ssd_case_inspection,gpt-oss:20b,1,21,92.86285714285715,0.6531972647421809,0.9300119876861572,0.9824186,entailment
pair_52,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9336044192314148,0.8186294,entailment
pair_53,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.6790997501017324,0.9592947959899902,0.9688686,entailment
pair_54,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9359446167945862,0.83909917,entailment
pair_55,collaborative_ssd_case_inspection,gpt-oss:20b,1,25,86.708,0.5334005334008002,0.91097491979599,0.7892373,entailment
pair_56,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.940210223197937,0.830244,entailment
pair_57,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.935899555683136,0.8177659,entailment
pair_58,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,89.5921052631579,0.683029018740554,0.9185149669647217,0.7786848,entailment
pair_59,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9351320862770081,0.87243706,entailment
pair_60,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9401342272758484,0.83452237,entailment
pair_61,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9338138699531555,0.8794221,entailment
pair_62,collaborative_ssd_case_inspection,gpt-oss:20b,1,21,92.86285714285715,0.619256215850568,0.916122555732727,0.90259075,entailment
pair_63,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9291061162948608,0.819024,entailment
pair_64,collaborative_ssd_case_inspection,gpt-oss:20b,1,20,97.70500000000003,0.5809475019311127,0.91526859998703,0.9378468,entailment
pair_65,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9301490187644958,0.809282,entailment
pair_66,collaborative_ssd_case_inspection,gpt-oss:20b,1,24,83.77500000000002,0.6273764344284782,0.9406610131263733,0.9043163,entailment
pair_67,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9275120496749878,0.8528803,entailment
pair_68,collaborative_ssd_case_inspection,gpt-oss:20b,1,25,90.09200000000001,0.7777137710478189,0.9551721215248108,0.93672496,entailment
pair_69,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,89.5921052631579,0.6928910298015297,0.9169906377792358,0.76519036,entailment
pair_70,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9360340237617493,0.77550477,entailment
pair_71,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9331101179122925,0.8733923,entailment
pair_72,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9373645186424255,0.82081467,entailment
pair_73,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9328107237815857,0.80092347,entailment
pair_74,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.935921311378479,0.8194792,entailment
pair_75,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.8126045083289422,0.96607905626297,0.85785395,entailment
pair_76,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.6328318816843778,0.9574702382087708,0.9766219,entailment
pair_77,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9316311478614807,0.8265945,entailment
pair_78,collaborative_ssd_case_inspection,gpt-oss:20b,1,24,83.77500000000002,0.7487767802667671,0.9680095911026001,0.97980016,entailment
pair_79,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9303474426269531,0.82625896,entailment
pair_80,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.6835365551469959,0.9593499302864075,0.9742915,entailment
pair_81,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9200305342674255,0.8829932,entailment
pair_82,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9322153925895691,0.8175006,entailment
pair_83,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9370422959327698,0.88260734,entailment
pair_84,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547,0.9340401291847229,0.80957687,entailment
pair_85,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405,0.9354708194732666,0.82000935,entailment
pair_86,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.7832758944079431,0.9674307703971863,0.8348255,entailment
pair_87,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,92.21409090909091,0.7570719217728537,0.9480171203613281,0.8621356,entailment
pair_88,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7366351076087241,0.9250004291534424,0.82562953,entailment
pair_89,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779,0.9141691327095032,0.8923829,entailment
pair_90,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7366351076087241,0.9245489239692688,0.88939095,entailment
pair_91,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779,0.9127883911132812,0.89310163,entailment
pair_92,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8544783984006459,0.9704582095146179,0.8769722,entailment
pair_93,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424,0.9351748824119568,0.8432582,entailment
pair_94,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.933152973651886,0.8934814,entailment
pair_95,collaborative_ssd_case_inspection,gpt-oss:20b,1,23,91.53347826086959,0.7211102550927978,0.9417740106582642,0.85179144,entailment
pair_96,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.42835973607712413,0.7790339589118958,0.6817666,entailment
pair_97,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8541668179859152,0.9683363437652588,0.89431715,entailment
pair_98,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845059,0.9245187044143677,0.83889824,entailment
pair_99,collaborative_ssd_case_inspection,gpt-oss:20b,1,25,90.09200000000001,0.6550432296063071,0.9248763918876648,0.84285307,entailment
pair_100,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845059,0.9246779680252075,0.8476592,entailment
pair_101,collaborative_ssd_case_inspection,gpt-oss:20b,1,24,90.82500000000003,0.7559289460184545,0.9282092452049255,0.8083413,entailment
pair_102,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424,0.934069812297821,0.8429103,entailment
pair_103,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.07411764705884,0.529150262212918,0.8505659699440002,0.7455621,entailment
pair_104,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424,0.9354358911514282,0.8735503,entailment
pair_105,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.9325856566429138,0.8410398,entailment
pair_106,collaborative_ssd_case_inspection,gpt-oss:20b,1,16,84.845,0.5101705328640019,0.8684435486793518,0.77852166,entailment
pair_107,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8544783984006459,0.9704374670982361,0.88628435,entailment
pair_108,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779,0.9107571840286255,0.87948877,entailment
pair_109,collaborative_ssd_case_inspection,gpt-oss:20b,1,30,74.86500000000002,0.7487048859271456,0.9434118270874023,0.9667157,entailment
pair_110,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779,0.9116708040237427,0.8877808,entailment
pair_111,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.9129753112792969,0.8891023,entailment
pair_112,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,96.05954545454546,0.6510592946331427,0.9227126240730286,0.85012287,entailment
pair_113,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.9345021843910217,0.8270246,entailment
pair_114,collaborative_ssd_case_inspection,gpt-oss:20b,1,23,87.85521739130436,0.8202924943750567,0.9543429613113403,0.83341104,entailment
pair_115,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.9344533085823059,0.89673597,entailment
pair_116,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.8113070800148313,0.9648874998092651,0.8678507,entailment
pair_117,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8544783984006459,0.9687672257423401,0.88403183,entailment
pair_118,collaborative_ssd_case_inspection,gpt-oss:20b,1,29,81.13103448275862,0.730435887238472,0.9557033777236938,0.8795722,entailment
pair_119,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424,0.9401842355728149,0.8563876,entailment
pair_120,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.9356616735458374,0.84689546,entailment
pair_121,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.8113070800148313,0.9667264819145203,0.858306,entailment
pair_122,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.9363049864768982,0.89607,entailment
pair_123,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424,0.9204104542732239,0.9023589,entailment
pair_124,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8544783984006459,0.9728176593780518,0.88724643,entailment
pair_125,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,92.21409090909091,0.8020767218098107,0.9576231241226196,0.87918395,entailment
pair_126,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.9328144788742065,0.8426787,entailment
pair_127,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,82.82961538461542,0.7862136275414389,0.9722980856895447,0.8917012,entailment
pair_128,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.8124038404635957,0.9640005826950073,0.8562692,entailment
pair_129,collaborative_ssd_case_inspection,gpt-oss:20b,1,20,93.47500000000002,0.669170156080423,0.9059927463531494,0.8420341,entailment
pair_130,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.931657612323761,0.8310268,entailment
pair_131,collaborative_ssd_case_inspection,gpt-oss:20b,1,16,90.13250000000001,0.7993052538854534,0.9376260042190552,0.85474306,entailment
pair_132,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424,0.937476396560669,0.9038411,entailment
pair_133,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.9314529299736023,0.8478096,entailment
pair_134,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.8113070800148313,0.9651503562927246,0.8659303,entailment
pair_135,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058,0.933807909488678,0.8440525,entailment
pair_136,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424,0.9357901811599731,0.8453248,entailment
pair_137,collaborative_ssd_case_inspection,gpt-oss:20b,1,21,84.8057142857143,0.7933632757799681,0.9676638841629028,0.8694778,entailment
pair_138,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779,0.9215136170387268,0.8882448,entailment
pair_139,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,89.33730769230772,0.7104413351968636,0.9646924734115601,0.9167584,entailment
pair_140,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,92.21409090909091,0.8020767218098107,0.9620535373687744,0.8117896,entailment
pair_141,collaborative_ssd_case_inspection,gpt-oss:20b,1,21,92.86285714285715,0.613696485751203,0.9095252156257629,0.8151553,entailment
pair_142,collaborative_ssd_case_inspection,gpt-oss:20b,1,25,90.09200000000001,0.7106690545187015,0.9383643269538879,0.8727664,entailment
pair_143,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845059,0.9349381923675537,0.834463,entailment
pair_144,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7396002616336389,0.9193756580352783,0.8474074,entailment
pair_145,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845059,0.9342147707939148,0.8456252,entailment
pair_146,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8553372034476996,0.9710994362831116,0.87167853,entailment
pair_147,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,92.21409090909091,0.8020767218098107,0.9607746601104736,0.87568456,entailment
pair_148,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7366351076087241,0.9349326491355896,0.89311326,entailment
pair_149,collaborative_ssd_case_inspection,gpt-oss:20b,1,28,87.77214285714288,0.7139328934618736,0.9707843661308289,0.93066823,entailment
pair_150,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8124038404635958,0.9730120301246643,0.89715326,entailment
pair_151,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.8141736840986622,0.9681070446968079,0.84864926,entailment
pair_152,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779,0.9214898347854614,0.8845808,entailment
