Pair ID,Dataset,Language model,Specificity,Words,Words shorter,Readability score,Readability score shorter,Cosine similarity,Cosine similarity shorter,Bi-encoder similarity,Bi-encoder similarity shorter,Cross-encoder similarity,Cross-encoder similarity shorter,Cross-encoder inference,Cross-encoder inference shorter
pair_11,collaborative_ssd_case_inspection,gpt-oss:20b,2,195,147,78.77538461538462,83.0791836734694,0.8974301234063983,0.8909439957146007,0.8755736947059631,0.8301836848258972,0.63166344,0.61380845,contradiction,contradiction
pair_12,collaborative_ssd_case_inspection,gpt-oss:20b,2,139,71,67.23814388489208,75.62156690140849,0.8551872213632018,0.8043805824045247,0.8899315595626831,0.8375855088233948,0.6113292,0.6800151,neutral,neutral
pair_13,collaborative_ssd_case_inspection,gpt-oss:20b,2,89,36,72.08495786516855,75.76500000000001,0.6968100351848863,0.48005366391459503,0.8034647703170776,0.7404024004936218,0.5750962,0.6270827,neutral,neutral
pair_14,collaborative_ssd_case_inspection,gpt-oss:20b,2,133,100,73.22008458646619,83.32400000000003,0.9067384926303577,0.88744086661639,0.8567166328430176,0.8294905424118042,0.7335549,0.68127286,neutral,neutral
pair_15,collaborative_ssd_case_inspection,gpt-oss:20b,2,190,68,78.2342704918033,89.30314285714289,0.8816902399764727,0.8168044002358861,0.8443387746810913,0.7719496488571167,0.6264119,0.6515731,neutral,neutral
pair_16,collaborative_ssd_case_inspection,gpt-oss:20b,2,87,52,75.29655172413794,77.94884615384619,0.851286599973811,0.8292530030197343,0.8350003957748413,0.8067371845245361,0.6921128,0.6770563,entailment,entailment
pair_17,collaborative_ssd_case_inspection,gpt-oss:20b,2,64,29,93.27535519125685,84.04827586206898,0.7993271792866253,0.5149224586329089,0.8724125623703003,0.8024470210075378,0.8609197,0.75119686,entailment,entailment
pair_18,collaborative_ssd_case_inspection,gpt-oss:20b,2,131,101,91.67874681933844,93.35576237623765,0.9494820797035027,0.9272549913627949,0.9082107543945312,0.8734318017959595,0.8194527,0.7656665,neutral,neutral
pair_19,collaborative_ssd_case_inspection,gpt-oss:20b,2,65,42,91.1325641025641,86.82000000000001,0.907974557773226,0.8703017780779214,0.8655386567115784,0.8322663307189941,0.8470102,0.84302086,neutral,neutral
pair_20,collaborative_ssd_case_inspection,gpt-oss:20b,2,66,43,90.93227272727273,84.67296511627909,0.8924114577197001,0.8861477826713348,0.8136804103851318,0.7069520354270935,0.6991178,0.75815564,neutral,neutral
pair_21,collaborative_ssd_case_inspection,gpt-oss:20b,2,155,58,81.76454954954957,76.35649425287357,0.9241701841785247,0.8237884503094458,0.8106273412704468,0.7465915083885193,0.68100065,0.73518264,contradiction,contradiction
pair_22,collaborative_ssd_case_inspection,gpt-oss:20b,2,124,48,86.8291290322581,84.845,0.9290836332421606,0.7450906940425134,0.8843514323234558,0.8021891713142395,0.7764671,0.718697,entailment,entailment
pair_23,collaborative_ssd_case_inspection,gpt-oss:20b,2,160,55,78.12250000000003,75.86431818181819,0.8971491722090639,0.8298797131488547,0.8650453090667725,0.7857843637466431,0.6716096,0.7335522,neutral,neutral
pair_24,collaborative_ssd_case_inspection,gpt-oss:20b,2,80,39,82.47833333333335,87.25788461538464,0.894198338676561,0.7512319861431849,0.8461928367614746,0.7856814861297607,0.7175738,0.7566684,neutral,neutral
pair_25,collaborative_ssd_case_inspection,gpt-oss:20b,2,79,44,71.61975000000002,76.83227272727274,0.7310511944773134,0.8309035780528568,0.8397477865219116,0.8363032937049866,0.70356494,0.76708287,neutral,neutral
pair_26,collaborative_ssd_case_inspection,gpt-oss:20b,2,55,35,85.16848484848487,87.55250000000002,0.850165202851871,0.8346829883269792,0.7753885984420776,0.7848747968673706,0.85589194,0.7424786,entailment,entailment
pair_27,collaborative_ssd_case_inspection,gpt-oss:20b,2,63,33,70.03428571428573,64.4693181818182,0.8277520491812951,0.7157311666082476,0.8092794418334961,0.7298296093940735,0.6240693,0.6607642,entailment,entailment
pair_28,collaborative_ssd_case_inspection,gpt-oss:20b,2,101,71,70.47323432343238,75.57389671361503,0.740836050666902,0.6877581228315214,0.8574612736701965,0.8062343597412109,0.5727003,0.5785252,entailment,entailment
pair_29,collaborative_ssd_case_inspection,gpt-oss:20b,2,105,52,79.1657142857143,77.94884615384619,0.8339474892496487,0.8246400460541836,0.816131055355072,0.7952065467834473,0.6746262,0.68270975,neutral,neutral
pair_30,collaborative_ssd_case_inspection,gpt-oss:20b,2,135,57,82.6208181818182,82.17105263157896,0.9137083690772669,0.7714842521324238,0.8629748225212097,0.7922208309173584,0.7379729,0.7896127,entailment,entailment
pair_31,collaborative_ssd_case_inspection,gpt-oss:20b,2,101,72,74.82803217821784,83.77500000000002,0.8700737643525821,0.8496509194343908,0.8428909182548523,0.7785120606422424,0.605225,0.71339273,contradiction,contradiction
pair_32,collaborative_ssd_case_inspection,gpt-oss:20b,2,83,67,79.88345381526103,84.41442786069653,0.8608175156779775,0.9023439340392843,0.829097330570221,0.8257082104682922,0.6892697,0.6599238,entailment,entailment
pair_33,collaborative_ssd_case_inspection,gpt-oss:20b,2,61,56,91.88846994535523,81.72928571428575,0.9068247054470923,0.8343093935802284,0.8781514763832092,0.8705942034721375,0.83552325,0.88715285,neutral,neutral
pair_34,collaborative_ssd_case_inspection,gpt-oss:20b,2,72,59,87.30000000000003,82.91802631578949,0.88210432722688,0.9022724020634842,0.9032955169677734,0.8966897130012512,0.80927116,0.8018548,entailment,entailment
pair_35,collaborative_ssd_case_inspection,gpt-oss:20b,2,69,44,90.01320652173915,101.58015151515154,0.9158354539733538,0.8308270866556452,0.9108268022537231,0.8343698382377625,0.8518325,0.72983485,entailment,entailment
pair_36,collaborative_ssd_case_inspection,gpt-oss:20b,2,129,53,79.66404069767445,80.35993710691825,0.891385535171064,0.7473459433136524,0.8618761897087097,0.7013027667999268,0.74800175,0.7343919,neutral,neutral
pair_37,collaborative_ssd_case_inspection,gpt-oss:20b,2,64,47,86.166875,82.18250000000003,0.8772739071409806,0.7971201938348924,0.7679247856140137,0.7843427658081055,0.79595876,0.68504673,neutral,neutral
pair_38,collaborative_ssd_case_inspection,gpt-oss:20b,2,94,42,76.78250000000003,90.84857142857145,0.8123551240620015,0.8276295082142352,0.8406491279602051,0.8268178105354309,0.72320426,0.7811639,neutral,neutral
pair_39,collaborative_ssd_case_inspection,gpt-oss:20b,2,140,75,76.43714285714286,94.17975000000001,0.9569834180771157,0.8438163368442708,0.9242542386054993,0.8644273281097412,0.84475005,0.7558289,neutral,neutral
pair_40,collaborative_ssd_case_inspection,gpt-oss:20b,2,150,69,77.25975000000001,82.65668478260872,0.8672600800674511,0.884019759598014,0.8858345150947571,0.7824787497520447,0.6889914,0.6855409,entailment,entailment
pair_41,collaborative_ssd_case_inspection,gpt-oss:20b,2,80,69,84.59333333333335,93.98565217391305,0.9332825136598121,0.9185301946661186,0.8855095505714417,0.8858948945999146,0.89966273,0.90237695,entailment,entailment
pair_42,collaborative_ssd_case_inspection,gpt-oss:20b,2,81,30,74.74166233766235,75.99000000000002,0.7427503995646008,0.7530576128930745,0.8244163990020752,0.75276780128479,0.5848328,0.72107303,neutral,neutral
pair_43,collaborative_ssd_case_inspection,gpt-oss:20b,2,133,70,75.76444548872182,82.8402380952381,0.9272239128499112,0.9097441558475236,0.8914807438850403,0.8098288178443909,0.6496043,0.7166746,entailment,entailment
pair_44,collaborative_ssd_case_inspection,gpt-oss:20b,2,101,60,78.34520627062706,72.04500000000002,0.8927446460703528,0.8582312717896697,0.7346654534339905,0.7896273136138916,0.6102974,0.6409227,neutral,neutral
pair_45,collaborative_ssd_case_inspection,gpt-oss:20b,2,102,54,72.29955882352942,80.73,0.9169748576679025,0.8734315770056743,0.7771984338760376,0.7351402640342712,0.74671656,0.7763433,neutral,neutral
pair_46,collaborative_ssd_case_inspection,gpt-oss:20b,2,131,57,85.95497709923666,74.1757142857143,0.8369411688051378,0.8179410744019047,0.8347716331481934,0.7955721616744995,0.70688194,0.68893296,entailment,entailment
pair_47,collaborative_ssd_case_inspection,gpt-oss:20b,2,161,67,73.04192307692308,90.09178571428573,0.8623358284434867,0.8800883584724833,0.8702453374862671,0.8096205592155457,0.62523526,0.6262436,entailment,entailment
pair_48,collaborative_ssd_case_inspection,gpt-oss:20b,2,80,53,90.30250000000004,91.53352201257863,0.9022873897759527,0.8278877911552924,0.8903838396072388,0.8502976894378662,0.82570636,0.810383,neutral,neutral
pair_49,collaborative_ssd_case_inspection,gpt-oss:20b,2,55,31,95.9357575757576,98.10150537634408,0.906009124988381,0.8618493953734623,0.8753252029418945,0.8139526844024658,0.7976322,0.9029046,entailment,entailment
pair_50,collaborative_ssd_case_inspection,gpt-oss:20b,2,88,51,80.67772727272727,79.76426470588238,0.8878569199138645,0.7705933376841313,0.7471901178359985,0.7168130874633789,0.66964537,0.7105051,neutral,neutral
pair_51,collaborative_ssd_case_inspection,gpt-oss:20b,2,70,53,87.67452380952382,94.7259748427673,0.9417317268094303,0.9023653445074621,0.8550507426261902,0.8707988858222961,0.75205624,0.78056103,neutral,neutral
pair_52,collaborative_ssd_case_inspection,gpt-oss:20b,2,129,59,82.05332258064517,75.02926553672317,0.8891189055792653,0.7556695650496248,0.8308025002479553,0.802074134349823,0.66579443,0.70433635,entailment,entailment
pair_53,collaborative_ssd_case_inspection,gpt-oss:20b,2,102,58,80.59367647058825,83.64959770114945,0.8789293729403966,0.9041612144413018,0.8482188582420349,0.769909143447876,0.9328798,0.8566582,entailment,entailment
pair_54,collaborative_ssd_case_inspection,gpt-oss:20b,2,127,77,76.01977362204727,75.30800865800866,0.9128049946586421,0.8814084110541398,0.7992568612098694,0.7630341053009033,0.6728336,0.68268615,contradiction,contradiction
pair_55,collaborative_ssd_case_inspection,gpt-oss:20b,2,78,61,95.93480769230771,98.43493852459018,0.8732556209362623,0.9192541365724645,0.8626269102096558,0.8732790350914001,0.7833809,0.88156915,neutral,neutral
pair_56,collaborative_ssd_case_inspection,gpt-oss:20b,2,76,35,77.86489473684213,65.79821428571432,0.6310696014083639,0.7203568609672821,0.8016966581344604,0.7316828370094299,0.53104943,0.6780236,neutral,neutral
pair_57,collaborative_ssd_case_inspection,gpt-oss:20b,2,90,31,76.74500000000002,66.20870967741936,0.921665672839922,0.7535866178561526,0.8666377067565918,0.7560698986053467,0.7261281,0.7893468,contradiction,contradiction
pair_58,collaborative_ssd_case_inspection,gpt-oss:20b,2,117,50,75.19240384615387,64.71200000000003,0.9259388910467306,0.789179460260461,0.8434191942214966,0.7832377552986145,0.6517618,0.68931735,neutral,neutral
pair_59,collaborative_ssd_case_inspection,gpt-oss:20b,2,167,102,80.30632235528944,76.94264705882355,0.8902709879695545,0.8822523159072553,0.855292797088623,0.8037706017494202,0.7448321,0.7180767,entailment,entailment
pair_60,collaborative_ssd_case_inspection,gpt-oss:20b,2,52,30,61.67961538461542,69.22500000000004,0.7304184905372444,0.6677938949260354,0.8031667470932007,0.7713044285774231,0.6972659,0.72187746,neutral,neutral
pair_61,collaborative_ssd_case_inspection,gpt-oss:20b,2,113,44,79.83051327433631,74.66196969696972,0.899389921993602,0.68256425716233,0.8605835437774658,0.8305524587631226,0.63831633,0.7006369,neutral,neutral
pair_62,collaborative_ssd_case_inspection,gpt-oss:20b,2,92,56,94.36334782608698,88.1811904761905,0.9093019718706739,0.8486331513909151,0.8766107559204102,0.8657376766204834,0.8177375,0.80201685,contradiction,contradiction
pair_63,collaborative_ssd_case_inspection,gpt-oss:20b,2,117,77,82.42317307692309,67.77568181818184,0.9054779651200308,0.8989757599186032,0.8636274933815002,0.7947233319282532,0.7170564,0.7505505,entailment,entailment
pair_64,collaborative_ssd_case_inspection,gpt-oss:20b,2,124,75,82.58290322580648,84.45200000000001,0.9219849681089607,0.8935426913363611,0.9178235530853271,0.8293213248252869,0.76184344,0.67732275,neutral,neutral
pair_65,collaborative_ssd_case_inspection,gpt-oss:20b,2,115,64,77.6050543478261,86.04104166666667,0.9133870248647934,0.843837348716638,0.8783677220344543,0.8440677523612976,0.728437,0.74246216,entailment,entailment
pair_66,collaborative_ssd_case_inspection,gpt-oss:20b,2,117,58,81.85323076923078,95.84853448275862,0.9196647592779807,0.8424064853017338,0.8795955181121826,0.8376423716545105,0.78817487,0.7164898,entailment,entailment
pair_67,collaborative_ssd_case_inspection,gpt-oss:20b,2,73,49,82.47091324200915,87.00831632653063,0.8092119566740692,0.8728124550651617,0.83973628282547,0.8212882280349731,0.77116305,0.7553838,contradiction,contradiction
pair_68,collaborative_ssd_case_inspection,gpt-oss:20b,2,56,50,88.1811904761905,90.09033333333336,0.857839438206335,0.7986216764197258,0.8808726072311401,0.8699899911880493,0.75197065,0.74408126,neutral,neutral
pair_69,collaborative_ssd_case_inspection,gpt-oss:20b,2,109,67,64.3065252293578,76.83830845771146,0.8408838663421474,0.858240941339862,0.8756094574928284,0.7704934477806091,0.67339164,0.66987556,neutral,neutral
pair_70,collaborative_ssd_case_inspection,gpt-oss:20b,2,131,53,79.3453435114504,75.57125786163523,0.9099746730394125,0.8376506616209275,0.9130083322525024,0.8332821726799011,0.6546632,0.7506912,entailment,entailment
pair_71,collaborative_ssd_case_inspection,gpt-oss:20b,2,130,68,73.06807692307696,79.32245098039218,0.8187617076403717,0.8379684359674802,0.8390551209449768,0.8092313408851624,0.59271497,0.66254795,neutral,neutral
pair_72,collaborative_ssd_case_inspection,gpt-oss:20b,2,81,30,81.83680555555557,63.585000000000036,0.846468710781803,0.6299862010126785,0.7542912364006042,0.7093580365180969,0.6903592,0.7104628,neutral,neutral
pair_73,collaborative_ssd_case_inspection,gpt-oss:20b,2,60,28,78.81000000000003,60.579285714285746,0.8163368160185535,0.6585700545609919,0.8040198087692261,0.7529906630516052,0.6790604,0.6944988,neutral,neutral
pair_74,collaborative_ssd_case_inspection,gpt-oss:20b,2,90,39,65.46500000000003,72.07326923076926,0.8232942429079577,0.6241798483212696,0.784490168094635,0.7580519318580627,0.667575,0.74085194,contradiction,contradiction
pair_75,collaborative_ssd_case_inspection,gpt-oss:20b,2,109,83,76.72487385321102,85.99911646586345,0.9045615640043564,0.8912912662286256,0.8143508434295654,0.7962771654129028,0.67883456,0.748096,neutral,neutral
pair_76,collaborative_ssd_case_inspection,gpt-oss:20b,2,67,47,81.24270522388062,88.33333333333334,0.9307683755824787,0.9290202954064054,0.8671196699142456,0.874786913394928,0.73276144,0.69496137,contradiction,contradiction
pair_77,collaborative_ssd_case_inspection,gpt-oss:20b,2,98,40,78.37566326530613,68.94500000000002,0.7000796924761924,0.7861797490318828,0.7955392003059387,0.8172233700752258,0.69981563,0.8229365,entailment,entailment
pair_78,collaborative_ssd_case_inspection,gpt-oss:20b,2,54,36,94.565,87.515,0.8039001035155718,0.7873003319353481,0.8498802185058594,0.8417154550552368,0.8218535,0.88292974,entailment,entailment
pair_79,collaborative_ssd_case_inspection,gpt-oss:20b,2,182,78,74.2477655677656,62.0423076923077,0.877287198048785,0.8729569784412791,0.8663768172264099,0.8397447466850281,0.6448734,0.7109828,entailment,entailment
pair_80,collaborative_ssd_case_inspection,gpt-oss:20b,2,78,57,90.13176923076924,95.52894736842107,0.8092331950476828,0.8744146544681929,0.8338030576705933,0.8096733689308167,0.69518256,0.81094164,contradiction,contradiction
pair_81,collaborative_ssd_case_inspection,gpt-oss:20b,2,124,40,77.80709677419355,56.255000000000024,0.9083162951412557,0.6526305231117364,0.8405231833457947,0.8117238879203796,0.5790998,0.6914064,neutral,neutral
pair_82,collaborative_ssd_case_inspection,gpt-oss:20b,2,100,50,71.48166666666667,74.86400000000002,0.8750179809302402,0.7428366175629326,0.7933087944984436,0.7532358765602112,0.7405255,0.790764,neutral,neutral
pair_83,collaborative_ssd_case_inspection,gpt-oss:20b,2,168,91,70.80328301886793,76.83166208791211,0.9141814362118393,0.9039963704053563,0.8472068905830383,0.8061114549636841,0.64866054,0.6802301,neutral,neutral
pair_84,collaborative_ssd_case_inspection,gpt-oss:20b,2,119,84,80.54036842105265,81.25222222222223,0.8609380226797033,0.8782128068022962,0.8039982914924622,0.804200291633606,0.78840715,0.67041177,entailment,entailment
pair_85,collaborative_ssd_case_inspection,gpt-oss:20b,2,82,49,66.34945121951222,83.21176870748302,0.694368936259099,0.8220322835001422,0.8292005658149719,0.8005040287971497,0.63598377,0.66935986,neutral,neutral
pair_86,collaborative_ssd_case_inspection,gpt-oss:20b,2,77,42,74.20930735930736,80.77714285714288,0.7522546581837073,0.6372393775955021,0.7865194082260132,0.6844907999038696,0.767077,0.7256117,contradiction,contradiction
pair_87,collaborative_ssd_case_inspection,gpt-oss:20b,2,208,85,76.47333333333334,83.08352941176473,0.9108596384665584,0.8212669143108688,0.8877617716789246,0.796393096446991,0.6982816,0.66322374,entailment,entailment
pair_88,collaborative_ssd_case_inspection,gpt-oss:20b,2,88,75,98.69606060606063,93.05175,0.8791978502863556,0.8618911648058225,0.8465254306793213,0.8009582161903381,0.73447245,0.7735638,entailment,entailment
pair_89,collaborative_ssd_case_inspection,gpt-oss:20b,2,233,130,89.41920634920638,86.57717948717949,0.9447620203325484,0.9269662052630708,0.7925924062728882,0.8241358995437622,0.763025,0.75111246,entailment,entailment
pair_90,collaborative_ssd_case_inspection,gpt-oss:20b,2,101,93,80.69139851485151,80.76354838709679,0.7466554119231953,0.7196877379855663,0.7717816233634949,0.7672908902168274,0.6653473,0.7410235,contradiction,contradiction
pair_91,collaborative_ssd_case_inspection,gpt-oss:20b,2,150,87,82.76100000000002,88.48978448275864,0.950781822383776,0.9073424055299879,0.8940314650535583,0.8389493823051453,0.55394906,0.6031831,entailment,entailment
pair_92,collaborative_ssd_case_inspection,gpt-oss:20b,2,136,112,78.70039215686276,82.12578571428574,0.9458413642345632,0.9483902838587229,0.861542284488678,0.8693632483482361,0.6901097,0.64865154,contradiction,contradiction
pair_93,collaborative_ssd_case_inspection,gpt-oss:20b,2,117,48,94.42384615384617,94.19250000000001,0.9121963558025556,0.653803799760345,0.8168500661849976,0.6551942825317383,0.7685562,0.8271512,entailment,entailment
pair_94,collaborative_ssd_case_inspection,gpt-oss:20b,2,163,101,84.58650306748468,69.63561056105614,0.9209316251561813,0.8952862522408572,0.8297863006591797,0.8630247712135315,0.7398803,0.66977525,contradiction,contradiction
pair_95,collaborative_ssd_case_inspection,gpt-oss:20b,2,86,81,96.47761627906978,90.65222222222224,0.9460349076628534,0.9134081744165479,0.9114872813224792,0.8735059499740601,0.8445564,0.8493025,entailment,entailment
pair_96,collaborative_ssd_case_inspection,gpt-oss:20b,2,130,60,80.38850000000001,87.27000000000001,0.9206122842448815,0.9016488311059565,0.8307470679283142,0.8094228506088257,0.7138092,0.7341848,neutral,neutral
pair_97,collaborative_ssd_case_inspection,gpt-oss:20b,2,150,101,80.50400000000002,82.36664603960398,0.9492228684417926,0.909193074036983,0.8382890820503235,0.7764653563499451,0.6637327,0.6139272,entailment,entailment
pair_98,collaborative_ssd_case_inspection,gpt-oss:20b,2,75,42,64.0442792792793,56.6057142857143,0.9017491620327228,0.8917674104605783,0.8299700617790222,0.747214674949646,0.64450204,0.72913736,neutral,neutral
pair_99,collaborative_ssd_case_inspection,gpt-oss:20b,2,87,68,85.99310344827587,82.74852941176472,0.957611839250265,0.9616119055042676,0.8705323338508606,0.8075383305549622,0.869073,0.8770889,neutral,neutral
pair_100,collaborative_ssd_case_inspection,gpt-oss:20b,2,183,93,62.39219262295083,75.89431451612906,0.9385279066755229,0.9162417095961174,0.9098045825958252,0.8169494867324829,0.73343337,0.68482536,neutral,neutral
pair_101,collaborative_ssd_case_inspection,gpt-oss:20b,2,88,49,81.88666666666667,98.7505442176871,0.9331501058344058,0.8475323662247667,0.8481872081756592,0.7913243770599365,0.8459282,0.8034723,entailment,entailment
pair_102,collaborative_ssd_case_inspection,gpt-oss:20b,2,156,75,76.35136842105265,83.32400000000003,0.9147962215321234,0.8101121545565438,0.8725125193595886,0.8111284375190735,0.62219256,0.65118355,neutral,neutral
pair_103,collaborative_ssd_case_inspection,gpt-oss:20b,2,104,52,76.3219230769231,74.69500000000002,0.9356314874056015,0.8775325985587299,0.8355036973953247,0.7893993258476257,0.69334924,0.81836325,contradiction,contradiction
pair_104,collaborative_ssd_case_inspection,gpt-oss:20b,2,82,43,71.50798780487806,68.93343023255817,0.6547873661131012,0.6915892383724426,0.8145477771759033,0.7708194851875305,0.67588246,0.649326,contradiction,contradiction
pair_105,collaborative_ssd_case_inspection,gpt-oss:20b,2,107,91,78.48545454545456,89.84704670329671,0.929385147891887,0.9262915385277152,0.8819710612297058,0.7804834246635437,0.7668404,0.7703346,entailment,entailment
pair_106,collaborative_ssd_case_inspection,gpt-oss:20b,2,109,58,80.30107142857145,85.20602272727274,0.8237180877425317,0.8098181919909566,0.876815140247345,0.7752313017845154,0.6185874,0.6490762,neutral,neutral
pair_107,collaborative_ssd_case_inspection,gpt-oss:20b,2,159,48,81.31093160377361,67.91250000000002,0.8834930578594321,0.7781383646131818,0.8533906936645508,0.7473875284194946,0.598178,0.70477283,neutral,neutral
pair_108,collaborative_ssd_case_inspection,gpt-oss:20b,2,166,103,80.90273092369479,79.67156553398061,0.9034962625107946,0.9332545511262114,0.8945000767707825,0.8832404017448425,0.6019151,0.62113076,neutral,neutral
pair_109,collaborative_ssd_case_inspection,gpt-oss:20b,2,75,63,84.45200000000001,88.83428571428574,0.9336017232811061,0.8981753852603673,0.8266741037368774,0.7935360074043274,0.7866821,0.8027514,entailment,entailment
pair_110,collaborative_ssd_case_inspection,gpt-oss:20b,2,227,94,73.77161160058738,68.8316666666667,0.9320662291156199,0.8682518772020156,0.8898513913154602,0.8222836256027222,0.618868,0.6276892,neutral,neutral
pair_111,collaborative_ssd_case_inspection,gpt-oss:20b,2,74,58,62.30074324324326,63.75887931034484,0.9391739773525728,0.9499092894020408,0.7773366570472717,0.7499184608459473,0.7433655,0.7661027,neutral,neutral
pair_112,collaborative_ssd_case_inspection,gpt-oss:20b,2,48,34,93.65750000000001,90.05058823529413,0.8370842622457475,0.6538514434386761,0.8742793202400208,0.8716627955436707,0.7366475,0.8200016,entailment,entailment
pair_113,collaborative_ssd_case_inspection,gpt-oss:20b,2,162,89,80.20777777777778,87.2939466292135,0.9038229412256203,0.953751667088363,0.8713817000389099,0.8035074472427368,0.7681691,0.813366,entailment,entailment
pair_114,collaborative_ssd_case_inspection,gpt-oss:20b,2,95,48,77.29157894736842,48.525000000000034,0.6271392494909288,0.5843250943240537,0.8104920983314514,0.6591236591339111,0.70818335,0.83003503,entailment,entailment
pair_115,collaborative_ssd_case_inspection,gpt-oss:20b,2,97,40,93.82235051546392,68.94500000000002,0.8962254371229432,0.7754752773757068,0.8288251161575317,0.7977962493896484,0.61446,0.8168604,neutral,neutral
pair_116,collaborative_ssd_case_inspection,gpt-oss:20b,2,147,96,87.00831632653063,88.18125000000003,0.9495855395092654,0.9041347672262157,0.8974431157112122,0.8527902364730835,0.8214889,0.8681246,entailment,entailment
pair_117,collaborative_ssd_case_inspection,gpt-oss:20b,2,101,68,73.15278465346536,70.61362745098042,0.8051085117951833,0.7641014371661246,0.8243536949157715,0.8109404444694519,0.62272316,0.6520312,neutral,neutral
pair_118,collaborative_ssd_case_inspection,gpt-oss:20b,2,52,37,96.5070512820513,98.88452702702705,0.8391009369232342,0.8449660022739653,0.7887750267982483,0.7553584575653076,0.71695864,0.6878196,contradiction,contradiction
pair_119,collaborative_ssd_case_inspection,gpt-oss:20b,2,89,42,75.9637827715356,80.77714285714288,0.8470677602552364,0.7647496422140879,0.8343974351882935,0.7911587357521057,0.65961725,0.73825574,entailment,entailment
pair_120,collaborative_ssd_case_inspection,gpt-oss:20b,2,110,28,72.7128787878788,48.49357142857144,0.9264931702452243,0.7529996855537237,0.8528295755386353,0.7186374068260193,0.61617136,0.76879793,neutral,neutral
pair_121,collaborative_ssd_case_inspection,gpt-oss:20b,2,120,43,72.84379201680674,74.83575581395351,0.8712910218838518,0.6961598868543987,0.7933392524719238,0.794768214225769,0.6874639,0.70472866,contradiction,contradiction
pair_122,collaborative_ssd_case_inspection,gpt-oss:20b,2,110,43,85.29227272727275,82.70552325581399,0.8875591235457454,0.7011583245615203,0.784511148929596,0.7341355085372925,0.68834144,0.76730365,entailment,entailment
pair_123,collaborative_ssd_case_inspection,gpt-oss:20b,2,93,50,86.07212903225809,71.47833333333337,0.8649004537513296,0.6161126357628551,0.8346118330955505,0.8013092279434204,0.6285758,0.6343129,neutral,neutral
pair_124,collaborative_ssd_case_inspection,gpt-oss:20b,2,94,35,78.7316666666667,89.96964285714287,0.9084772402012868,0.6832280968935311,0.816227376461029,0.7131140232086182,0.747191,0.72566587,entailment,entailment
pair_125,collaborative_ssd_case_inspection,gpt-oss:20b,2,148,61,85.34121621621622,87.7278142076503,0.9500455091441582,0.8995465637346071,0.8799365758895874,0.8377037048339844,0.6537713,0.67101604,neutral,neutral
pair_126,collaborative_ssd_case_inspection,gpt-oss:20b,2,131,100,89.74134223918577,89.94375000000002,0.9211383164915466,0.9267410894599141,0.8710100054740906,0.7824060916900635,0.7331791,0.7817284,entailment,entailment
