Pair ID,Dataset,Language model,Specificity,Words,Readability score,Cosine similarity
pair_19,collaborative_ssd_case_inspection,gpt-oss:20b,1,16,90.13250000000001,0.36860489038724287
pair_20,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,84.52318181818181,0.6273764344284781
pair_21,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_22,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.612825877028341
pair_23,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.68383685937623
pair_24,collaborative_ssd_case_inspection,gpt-oss:20b,1,28,81.72928571428575,0.6982972487551755
pair_25,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_26,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.612825877028341
pair_27,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_28,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.7832758944079431
pair_29,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_30,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_31,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_32,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.6908083950040845
pair_33,collaborative_ssd_case_inspection,gpt-oss:20b,1,21,92.86285714285715,0.7377556599909154
pair_34,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,94.04473684210527,0.5773502691896258
pair_35,collaborative_ssd_case_inspection,gpt-oss:20b,1,27,88.56333333333333,0.5806787313861094
pair_36,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_37,collaborative_ssd_case_inspection,gpt-oss:20b,1,29,84.04827586206898,0.7263719977186399
pair_38,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_39,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,82.82961538461542,0.7115124735378853
pair_40,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_41,collaborative_ssd_case_inspection,gpt-oss:20b,1,23,91.53347826086959,0.6700703342736221
pair_42,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.6908083950040845
pair_43,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_44,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_45,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_46,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_47,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_48,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.7298004491997617
pair_49,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,94.04473684210527,0.6350852961085884
pair_50,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_51,collaborative_ssd_case_inspection,gpt-oss:20b,1,21,92.86285714285715,0.6531972647421809
pair_52,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_53,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.6790997501017324
pair_54,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_55,collaborative_ssd_case_inspection,gpt-oss:20b,1,25,86.708,0.5334005334008002
pair_56,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_57,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_58,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,89.5921052631579,0.683029018740554
pair_59,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_60,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_61,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_62,collaborative_ssd_case_inspection,gpt-oss:20b,1,21,92.86285714285715,0.619256215850568
pair_63,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_64,collaborative_ssd_case_inspection,gpt-oss:20b,1,20,97.70500000000003,0.5809475019311127
pair_65,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_66,collaborative_ssd_case_inspection,gpt-oss:20b,1,24,83.77500000000002,0.6273764344284782
pair_67,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_68,collaborative_ssd_case_inspection,gpt-oss:20b,1,25,90.09200000000001,0.7777137710478189
pair_69,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,89.5921052631579,0.6928910298015297
pair_70,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_71,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_72,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_73,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_74,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_75,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.8126045083289422
pair_76,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.6328318816843778
pair_77,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_78,collaborative_ssd_case_inspection,gpt-oss:20b,1,24,83.77500000000002,0.7487767802667671
pair_79,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_80,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,86.08346153846156,0.6835365551469959
pair_81,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_82,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_83,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_84,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7195920781292547
pair_85,collaborative_ssd_case_inspection,gpt-oss:20b,1,15,84.45000000000003,0.7149203529842405
pair_86,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.7832758944079431
pair_87,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,92.21409090909091,0.7570719217728537
pair_88,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7366351076087241
pair_89,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779
pair_90,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7366351076087241
pair_91,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779
pair_92,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8544783984006459
pair_93,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424
pair_94,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_95,collaborative_ssd_case_inspection,gpt-oss:20b,1,23,91.53347826086959,0.7211102550927978
pair_96,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.42835973607712413
pair_97,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8541668179859152
pair_98,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845059
pair_99,collaborative_ssd_case_inspection,gpt-oss:20b,1,25,90.09200000000001,0.6550432296063071
pair_100,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845059
pair_101,collaborative_ssd_case_inspection,gpt-oss:20b,1,24,90.82500000000003,0.7559289460184545
pair_102,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424
pair_103,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.07411764705884,0.529150262212918
pair_104,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424
pair_105,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_106,collaborative_ssd_case_inspection,gpt-oss:20b,1,16,84.845,0.5101705328640019
pair_107,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8544783984006459
pair_108,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779
pair_109,collaborative_ssd_case_inspection,gpt-oss:20b,1,30,74.86500000000002,0.7487048859271456
pair_110,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779
pair_111,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_112,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,96.05954545454546,0.6510592946331427
pair_113,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_114,collaborative_ssd_case_inspection,gpt-oss:20b,1,23,87.85521739130436,0.8202924943750567
pair_115,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_116,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.8113070800148313
pair_117,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8544783984006459
pair_118,collaborative_ssd_case_inspection,gpt-oss:20b,1,29,81.13103448275862,0.730435887238472
pair_119,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424
pair_120,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_121,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.8113070800148313
pair_122,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_123,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424
pair_124,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8544783984006459
pair_125,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,92.21409090909091,0.8020767218098107
pair_126,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_127,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,82.82961538461542,0.7862136275414389
pair_128,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.8124038404635957
pair_129,collaborative_ssd_case_inspection,gpt-oss:20b,1,20,93.47500000000002,0.669170156080423
pair_130,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_131,collaborative_ssd_case_inspection,gpt-oss:20b,1,16,90.13250000000001,0.7993052538854534
pair_132,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424
pair_133,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_134,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.8113070800148313
pair_135,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845058
pair_136,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.724979178280424
pair_137,collaborative_ssd_case_inspection,gpt-oss:20b,1,21,84.8057142857143,0.7933632757799681
pair_138,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779
pair_139,collaborative_ssd_case_inspection,gpt-oss:20b,1,26,89.33730769230772,0.7104413351968636
pair_140,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,92.21409090909091,0.8020767218098107
pair_141,collaborative_ssd_case_inspection,gpt-oss:20b,1,21,92.86285714285715,0.613696485751203
pair_142,collaborative_ssd_case_inspection,gpt-oss:20b,1,25,90.09200000000001,0.7106690545187015
pair_143,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845059
pair_144,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7396002616336389
pair_145,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7307313144845059
pair_146,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8553372034476996
pair_147,collaborative_ssd_case_inspection,gpt-oss:20b,1,22,92.21409090909091,0.8020767218098107
pair_148,collaborative_ssd_case_inspection,gpt-oss:20b,1,17,85.07411764705884,0.7366351076087241
pair_149,collaborative_ssd_case_inspection,gpt-oss:20b,1,28,87.77214285714288,0.7139328934618736
pair_150,collaborative_ssd_case_inspection,gpt-oss:20b,1,19,85.13947368421054,0.8124038404635958
pair_151,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.8141736840986622
pair_152,collaborative_ssd_case_inspection,gpt-oss:20b,1,18,85.16499999999999,0.7336739820667779
