Pair ID,Dataset,Language model,Specificity,Words,Readability score,Cosine similarity
pair_29,collaborative_ssd_case_inspection,qwen3:32b,2,72,70.85000000000004,0.8206265920275616
pair_30,collaborative_ssd_case_inspection,qwen3:32b,2,75,81.06600000000002,0.7913811137907301
pair_31,collaborative_ssd_case_inspection,qwen3:32b,2,77,58.42368421052632,0.784453049099403
pair_32,collaborative_ssd_case_inspection,qwen3:32b,2,73,72.4208390410959,0.8106017296010544
pair_33,collaborative_ssd_case_inspection,qwen3:32b,2,41,80.7933536585366,0.8372098949452347
pair_34,collaborative_ssd_case_inspection,qwen3:32b,2,27,89.73250000000002,0.8399688404435453
pair_35,collaborative_ssd_case_inspection,qwen3:32b,2,60,93.47500000000002,0.8866624999124717
pair_36,collaborative_ssd_case_inspection,qwen3:32b,2,90,82.34500000000001,0.8606018678126679
pair_37,collaborative_ssd_case_inspection,qwen3:32b,2,53,85.14861635220127,0.90121573648102
pair_38,collaborative_ssd_case_inspection,qwen3:32b,2,88,63.032363636363655,0.7429451702537341
pair_39,collaborative_ssd_case_inspection,qwen3:32b,2,57,77.7184210526316,0.6915062288852717
pair_40,collaborative_ssd_case_inspection,qwen3:32b,2,81,64.08125000000001,0.7299864622518002
pair_41,collaborative_ssd_case_inspection,qwen3:32b,2,52,100.90538461538463,0.8407362695393656
pair_42,collaborative_ssd_case_inspection,qwen3:32b,2,82,81.5389430894309,0.8199779261824409
pair_43,collaborative_ssd_case_inspection,qwen3:32b,2,84,74.73428571428573,0.8778866202696831
pair_44,collaborative_ssd_case_inspection,qwen3:32b,2,60,61.04500000000003,0.6840544188171426
pair_45,collaborative_ssd_case_inspection,qwen3:32b,2,86,85.06108527131786,0.842059279226995
pair_46,collaborative_ssd_case_inspection,qwen3:32b,2,72,83.03000000000002,0.8287037924419016
pair_47,collaborative_ssd_case_inspection,qwen3:32b,2,73,91.82000000000001,0.8846397553521443
pair_48,collaborative_ssd_case_inspection,qwen3:32b,2,47,97.33333333333334,0.8403546367705184
pair_49,collaborative_ssd_case_inspection,qwen3:32b,2,25,73.17200000000001,0.6660456789790502
pair_50,collaborative_ssd_case_inspection,qwen3:32b,2,95,82.09927631578951,0.9275995517629335
pair_51,collaborative_ssd_case_inspection,qwen3:32b,2,52,96.5070512820513,0.9347845753234106
pair_52,collaborative_ssd_case_inspection,qwen3:32b,2,80,77.61250000000003,0.8527920247947862
pair_53,collaborative_ssd_case_inspection,qwen3:32b,2,41,86.98359756097562,0.8610064038229299
pair_54,collaborative_ssd_case_inspection,qwen3:32b,2,56,65.72500000000001,0.6777754455760143
pair_55,collaborative_ssd_case_inspection,qwen3:32b,2,43,86.6404069767442,0.5819861437001428
pair_56,collaborative_ssd_case_inspection,qwen3:32b,2,76,78.81000000000003,0.8056003401301154
pair_57,collaborative_ssd_case_inspection,qwen3:32b,2,98,73.71585034013607,0.8744278795301682
pair_58,collaborative_ssd_case_inspection,qwen3:32b,2,90,86.62500000000001,0.8711162784720695
pair_59,collaborative_ssd_case_inspection,qwen3:32b,2,89,86.10732584269662,0.8606407918070935
pair_60,collaborative_ssd_case_inspection,qwen3:32b,2,78,69.90403846153849,0.8165078318084394
pair_61,collaborative_ssd_case_inspection,qwen3:32b,2,105,72.36428571428573,0.679499194628909
pair_62,collaborative_ssd_case_inspection,qwen3:32b,2,61,87.7278142076503,0.8908306863816681
pair_63,collaborative_ssd_case_inspection,qwen3:32b,2,96,78.48750000000003,0.8310372496551246
pair_64,collaborative_ssd_case_inspection,qwen3:32b,2,49,91.84442176870752,0.7769837216465373
pair_65,collaborative_ssd_case_inspection,qwen3:32b,2,54,77.33166666666666,0.7869613163583369
pair_66,collaborative_ssd_case_inspection,qwen3:32b,2,50,91.78233333333337,0.8828394599037823
pair_67,collaborative_ssd_case_inspection,qwen3:32b,2,72,80.59400000000001,0.8695260205050345
pair_68,collaborative_ssd_case_inspection,qwen3:32b,2,38,91.8184210526316,0.7668578617757703
pair_69,collaborative_ssd_case_inspection,qwen3:32b,2,91,70.3239697802198,0.8221442768529474
pair_70,collaborative_ssd_case_inspection,qwen3:32b,2,75,83.32200000000002,0.8817286811805388
pair_71,collaborative_ssd_case_inspection,qwen3:32b,2,82,81.82506097560977,0.8827985142834203
pair_72,collaborative_ssd_case_inspection,qwen3:32b,2,70,79.09250000000003,0.7461210606633306
pair_73,collaborative_ssd_case_inspection,qwen3:32b,2,94,61.482500000000016,0.7219916256251091
pair_74,collaborative_ssd_case_inspection,qwen3:32b,2,60,76.55500000000004,0.704381379593352
pair_75,collaborative_ssd_case_inspection,qwen3:32b,2,65,86.21817307692308,0.8595672655134697
pair_76,collaborative_ssd_case_inspection,qwen3:32b,2,40,91.8184210526316,0.8399047875566382
pair_77,collaborative_ssd_case_inspection,qwen3:32b,2,67,91.34419776119404,0.8350584684557508
pair_78,collaborative_ssd_case_inspection,qwen3:32b,2,34,97.51529411764709,0.6946707193567326
pair_79,collaborative_ssd_case_inspection,qwen3:32b,2,96,72.78450000000001,0.7795782381638916
pair_80,collaborative_ssd_case_inspection,qwen3:32b,2,40,95.59000000000003,0.8763311315025178
pair_81,collaborative_ssd_case_inspection,qwen3:32b,2,81,79.28805555555559,0.7928960748717928
pair_82,collaborative_ssd_case_inspection,qwen3:32b,2,66,74.72386363636366,0.7017986459822991
pair_83,collaborative_ssd_case_inspection,qwen3:32b,2,88,72.73924242424245,0.7893534542670301
pair_84,collaborative_ssd_case_inspection,qwen3:32b,2,83,73.76779116465863,0.8835180714524429
pair_85,collaborative_ssd_case_inspection,qwen3:32b,2,67,67.99950248756222,0.809064223302524
pair_86,collaborative_ssd_case_inspection,qwen3:32b,2,77,57.64949675324678,0.7920635183527386
pair_87,collaborative_ssd_case_inspection,qwen3:32b,2,62,78.06155913978498,0.7325442469496701
pair_88,collaborative_ssd_case_inspection,qwen3:32b,2,85,90.05058823529413,0.8188251526018058
pair_89,collaborative_ssd_case_inspection,qwen3:32b,2,96,80.25000000000004,0.9068790731484546
pair_90,collaborative_ssd_case_inspection,qwen3:32b,2,109,75.27130275229358,0.8206702085303548
pair_91,collaborative_ssd_case_inspection,qwen3:32b,2,66,80.67772727272727,0.8249422279323994
pair_92,collaborative_ssd_case_inspection,qwen3:32b,2,110,79.13954545454547,0.9174469952253395
pair_93,collaborative_ssd_case_inspection,qwen3:32b,2,89,85.31624531835207,0.7583894726101144
pair_94,collaborative_ssd_case_inspection,qwen3:32b,2,92,84.17695652173914,0.9320249993546743
pair_95,collaborative_ssd_case_inspection,qwen3:32b,2,31,100.8305376344086,0.80051004149268
pair_96,collaborative_ssd_case_inspection,qwen3:32b,2,78,85.7933076923077,0.7717258046667137
pair_97,collaborative_ssd_case_inspection,qwen3:32b,2,118,81.07422033898307,0.9288252457935526
pair_98,collaborative_ssd_case_inspection,qwen3:32b,2,72,79.41900000000001,0.852167254673802
pair_99,collaborative_ssd_case_inspection,qwen3:32b,2,33,95.23295454545456,0.9159929499875508
pair_100,collaborative_ssd_case_inspection,qwen3:32b,2,98,65.42668367346938,0.8730511585433508
pair_101,collaborative_ssd_case_inspection,qwen3:32b,2,60,92.06500000000003,0.9443603353088142
pair_102,collaborative_ssd_case_inspection,qwen3:32b,2,90,81.40500000000002,0.8958833232177904
pair_103,collaborative_ssd_case_inspection,qwen3:32b,2,79,83.98368670886079,0.88661992894644
pair_104,collaborative_ssd_case_inspection,qwen3:32b,2,60,73.17000000000003,0.7215712859809004
pair_105,collaborative_ssd_case_inspection,qwen3:32b,2,63,79.51964285714287,0.9113122812168586
pair_106,collaborative_ssd_case_inspection,qwen3:32b,2,89,80.40395505617978,0.8515904241973072
pair_107,collaborative_ssd_case_inspection,qwen3:32b,2,77,74.74166233766235,0.7994145518628822
pair_108,collaborative_ssd_case_inspection,qwen3:32b,2,92,75.9008695652174,0.8506682664846873
pair_109,collaborative_ssd_case_inspection,qwen3:32b,2,51,75.12117647058825,0.761031803601192
pair_110,collaborative_ssd_case_inspection,qwen3:32b,2,80,73.38250000000004,0.849881103625747
pair_111,collaborative_ssd_case_inspection,qwen3:32b,2,73,81.69207191780824,0.8772206458436139
pair_112,collaborative_ssd_case_inspection,qwen3:32b,2,37,91.42477477477478,0.7250414975456423
pair_113,collaborative_ssd_case_inspection,qwen3:32b,2,114,84.25089473684211,0.941832932973472
pair_114,collaborative_ssd_case_inspection,qwen3:32b,2,103,88.18425242718449,0.9214426499885265
pair_115,collaborative_ssd_case_inspection,qwen3:32b,2,75,78.81000000000003,0.8929195134538888
pair_116,collaborative_ssd_case_inspection,qwen3:32b,2,85,78.76977941176473,0.8966388613284848
pair_117,collaborative_ssd_case_inspection,qwen3:32b,2,82,69.44457317073173,0.8330892160115904
pair_118,collaborative_ssd_case_inspection,qwen3:32b,2,41,95.9828455284553,0.8802295380386621
pair_119,collaborative_ssd_case_inspection,qwen3:32b,2,84,73.72714285714288,0.8079579968281414
pair_120,collaborative_ssd_case_inspection,qwen3:32b,2,79,73.27482594936711,0.8524993826888908
pair_121,collaborative_ssd_case_inspection,qwen3:32b,2,78,73.15788461538463,0.7759914095561573
pair_122,collaborative_ssd_case_inspection,qwen3:32b,2,49,68.36451530612246,0.9043469497541289
pair_123,collaborative_ssd_case_inspection,qwen3:32b,2,72,73.415,0.904265504515289
pair_124,collaborative_ssd_case_inspection,qwen3:32b,2,84,67.91871428571432,0.8247361489754523
pair_125,collaborative_ssd_case_inspection,qwen3:32b,2,78,74.24250000000004,0.8582875596463369
pair_126,collaborative_ssd_case_inspection,qwen3:32b,2,83,76.82562248995984,0.8931713655411111
pair_127,collaborative_ssd_case_inspection,qwen3:32b,2,44,93.88924242424244,0.666343546623609
pair_128,collaborative_ssd_case_inspection,qwen3:32b,2,102,87.42900000000002,0.9125754120328424
pair_129,collaborative_ssd_case_inspection,qwen3:32b,2,65,82.31355769230771,0.7049375671613193
pair_130,collaborative_ssd_case_inspection,qwen3:32b,2,82,89.79260162601628,0.8903511171597955
pair_131,collaborative_ssd_case_inspection,qwen3:32b,2,69,88.78711956521742,0.8893058368691683
pair_132,collaborative_ssd_case_inspection,qwen3:32b,2,48,64.38750000000003,0.8348084469364356
pair_133,collaborative_ssd_case_inspection,qwen3:32b,2,76,72.29910526315791,0.7954310826802693
pair_134,collaborative_ssd_case_inspection,qwen3:32b,2,57,69.18177631578948,0.6110086558402321
pair_135,collaborative_ssd_case_inspection,qwen3:32b,2,100,88.39900000000004,0.9176666401757372
pair_136,collaborative_ssd_case_inspection,qwen3:32b,2,67,73.05024875621893,0.8712201865935372
pair_137,collaborative_ssd_case_inspection,qwen3:32b,2,98,75.57977551020409,0.8725485505434833
pair_138,collaborative_ssd_case_inspection,qwen3:32b,2,92,86.01608695652176,0.9145451649140902
pair_139,collaborative_ssd_case_inspection,qwen3:32b,2,30,98.55000000000001,0.28734788556634544
pair_140,collaborative_ssd_case_inspection,qwen3:32b,2,99,84.9784090909091,0.9152189638984991
pair_141,collaborative_ssd_case_inspection,qwen3:32b,2,97,80.17795103092784,0.9229339831048167
pair_142,collaborative_ssd_case_inspection,qwen3:32b,2,62,88.76379032258068,0.7926824770292461
pair_143,collaborative_ssd_case_inspection,qwen3:32b,2,96,89.06250000000003,0.9153566308362401
pair_144,collaborative_ssd_case_inspection,qwen3:32b,2,78,79.66557692307696,0.667093507662803
pair_145,collaborative_ssd_case_inspection,qwen3:32b,2,66,92.66931818181818,0.901800508912474
pair_146,collaborative_ssd_case_inspection,qwen3:32b,2,74,84.34813513513517,0.8471588206571288
pair_147,collaborative_ssd_case_inspection,qwen3:32b,2,95,84.24894736842107,0.8674877259912004
pair_148,collaborative_ssd_case_inspection,qwen3:32b,2,70,93.52214285714285,0.8574472521787337
pair_149,collaborative_ssd_case_inspection,qwen3:32b,2,46,89.69434782608697,0.9137632437909193
pair_150,collaborative_ssd_case_inspection,qwen3:32b,2,81,79.28805555555559,0.8726964045523333
pair_151,collaborative_ssd_case_inspection,qwen3:32b,2,80,77.19083333333336,0.9291867551430115
pair_152,collaborative_ssd_case_inspection,qwen3:32b,2,76,77.34736842105265,0.8975335715201277
