Pair ID,Dataset,Language model,Specificity,Words,Readability score,Cosine similarity
pair_49,collaborative_ssd_case_inspection,gpt-oss:20b,2,73,83.6298173515982,0.9452083867699783
pair_50,collaborative_ssd_case_inspection,gpt-oss:20b,2,143,91.8721897810219,0.8915891005647121
pair_51,collaborative_ssd_case_inspection,gpt-oss:20b,2,74,92.2555868544601,0.9600048718359734
pair_52,collaborative_ssd_case_inspection,gpt-oss:20b,2,183,72.14173770491806,0.9128765472463773
pair_53,collaborative_ssd_case_inspection,gpt-oss:20b,2,67,88.20248756218909,0.9432180834396179
pair_54,collaborative_ssd_case_inspection,gpt-oss:20b,2,159,72.45825471698114,0.9221096756649692
pair_55,collaborative_ssd_case_inspection,gpt-oss:20b,2,36,92.215,0.6944971990361304
pair_56,collaborative_ssd_case_inspection,gpt-oss:20b,2,96,78.67625,0.6918636671383822
pair_57,collaborative_ssd_case_inspection,gpt-oss:20b,2,157,75.81495541401274,0.8904683317523874
pair_58,collaborative_ssd_case_inspection,gpt-oss:20b,2,87,74.87599137931036,0.7687993270633616
pair_59,collaborative_ssd_case_inspection,gpt-oss:20b,2,80,74.01833333333335,0.8620402891579393
pair_60,collaborative_ssd_case_inspection,gpt-oss:20b,2,64,87.48875000000001,0.712517452199838
pair_61,collaborative_ssd_case_inspection,gpt-oss:20b,2,81,74.52569444444444,0.8030705119805793
pair_62,collaborative_ssd_case_inspection,gpt-oss:20b,2,67,81.24270522388062,0.8652626191447813
pair_63,collaborative_ssd_case_inspection,gpt-oss:20b,2,73,80.15310502283108,0.8975517058178157
pair_64,collaborative_ssd_case_inspection,gpt-oss:20b,2,99,80.87738636363639,0.8517181592201643
pair_65,collaborative_ssd_case_inspection,gpt-oss:20b,2,81,72.89666666666668,0.809852956098519
pair_66,collaborative_ssd_case_inspection,gpt-oss:20b,2,84,90.84857142857145,0.9232906801870129
pair_67,collaborative_ssd_case_inspection,gpt-oss:20b,2,132,74.28900000000002,0.906104383647422
pair_68,collaborative_ssd_case_inspection,gpt-oss:20b,2,53,83.55238993710694,0.8796207499810508
pair_69,collaborative_ssd_case_inspection,gpt-oss:20b,2,132,66.59809090909094,0.7043256898215098
pair_70,collaborative_ssd_case_inspection,gpt-oss:20b,2,143,80.29591491841494,0.9170170097652472
pair_71,collaborative_ssd_case_inspection,gpt-oss:20b,2,80,64.92250000000003,0.6197530476094056
pair_72,collaborative_ssd_case_inspection,gpt-oss:20b,2,133,70.67572368421054,0.9076214301421166
pair_73,collaborative_ssd_case_inspection,gpt-oss:20b,2,141,72.58250000000001,0.8989142429703795
pair_74,collaborative_ssd_case_inspection,gpt-oss:20b,2,108,79.161,0.8950862817169302
pair_75,collaborative_ssd_case_inspection,gpt-oss:20b,2,56,70.05261904761907,0.669490822888744
pair_76,collaborative_ssd_case_inspection,gpt-oss:20b,2,42,86.82000000000001,0.8617924773820292
pair_77,collaborative_ssd_case_inspection,gpt-oss:20b,2,278,76.31267086330938,0.9138284404327317
pair_78,collaborative_ssd_case_inspection,gpt-oss:20b,2,49,81.82872448979593,0.8531760770639556
pair_79,collaborative_ssd_case_inspection,gpt-oss:20b,2,143,81.37383216783219,0.9349178423967532
pair_80,collaborative_ssd_case_inspection,gpt-oss:20b,2,108,90.12766666666667,0.9090633239585141
pair_81,collaborative_ssd_case_inspection,gpt-oss:20b,2,238,68.44951541850223,0.8415978300658962
pair_82,collaborative_ssd_case_inspection,gpt-oss:20b,2,124,78.7438172043011,0.9371928756424698
pair_83,collaborative_ssd_case_inspection,gpt-oss:20b,2,167,62.07818181818183,0.8119697162228825
pair_84,collaborative_ssd_case_inspection,gpt-oss:20b,2,131,87.89238167938935,0.6614863411863308
pair_85,collaborative_ssd_case_inspection,gpt-oss:20b,2,100,75.71166666666667,0.9260349767875482
pair_86,collaborative_ssd_case_inspection,gpt-oss:20b,2,141,74.41200000000002,0.8970855670356459
pair_87,collaborative_ssd_case_inspection,gpt-oss:20b,2,60,70.35000000000002,0.934787884750545
pair_88,collaborative_ssd_case_inspection,gpt-oss:20b,2,155,91.57290322580648,0.9321424916749791
pair_89,collaborative_ssd_case_inspection,gpt-oss:20b,2,117,84.59240384615386,0.9465431519718295
pair_90,collaborative_ssd_case_inspection,gpt-oss:20b,2,132,91.57318181818182,0.9514415628518831
pair_91,collaborative_ssd_case_inspection,gpt-oss:20b,2,143,86.80360722610723,0.9343874027508481
pair_92,collaborative_ssd_case_inspection,gpt-oss:20b,2,186,83.99173184357542,0.9732050588194766
pair_93,collaborative_ssd_case_inspection,gpt-oss:20b,2,115,90.27474637681159,0.9308778808053467
pair_94,collaborative_ssd_case_inspection,gpt-oss:20b,2,146,82.16686301369863,0.9773252183231239
pair_95,collaborative_ssd_case_inspection,gpt-oss:20b,2,57,97.01315789473686,0.9001061508525247
pair_96,collaborative_ssd_case_inspection,gpt-oss:20b,2,110,85.29227272727275,0.9176357034689979
pair_97,collaborative_ssd_case_inspection,gpt-oss:20b,2,172,75.99171052631579,0.7933713980815409
pair_98,collaborative_ssd_case_inspection,gpt-oss:20b,2,64,68.85666666666668,0.8885095457498271
pair_99,collaborative_ssd_case_inspection,gpt-oss:20b,2,87,85.02068965517242,0.9484446272512497
pair_100,collaborative_ssd_case_inspection,gpt-oss:20b,2,109,72.16671559633028,0.8512952512181853
pair_101,collaborative_ssd_case_inspection,gpt-oss:20b,2,70,88.76107142857146,0.9210609941201605
pair_102,collaborative_ssd_case_inspection,gpt-oss:20b,2,112,63.24185714285717,0.7826866105612056
pair_103,collaborative_ssd_case_inspection,gpt-oss:20b,2,92,79.08471014492756,0.7421692701974223
pair_104,collaborative_ssd_case_inspection,gpt-oss:20b,2,109,76.04744954128441,0.9201702378874668
pair_105,collaborative_ssd_case_inspection,gpt-oss:20b,2,68,76.52794117647062,0.9018397218600991
pair_106,collaborative_ssd_case_inspection,gpt-oss:20b,2,102,77.47605882352943,0.9032799648463576
pair_107,collaborative_ssd_case_inspection,gpt-oss:20b,2,73,70.88187214611875,0.893443818120416
pair_108,collaborative_ssd_case_inspection,gpt-oss:20b,2,135,87.36291666666668,0.9084453200026762
pair_109,collaborative_ssd_case_inspection,gpt-oss:20b,2,63,83.46285714285716,0.8539864924534399
pair_110,collaborative_ssd_case_inspection,gpt-oss:20b,2,162,82.55611111111112,0.9282291137539829
pair_111,collaborative_ssd_case_inspection,gpt-oss:20b,2,115,78.34070652173914,0.960553073766018
pair_112,collaborative_ssd_case_inspection,gpt-oss:20b,2,51,91.70941176470589,0.8118502388472179
pair_113,collaborative_ssd_case_inspection,gpt-oss:20b,2,125,85.52276666666668,0.9483792828368889
pair_114,collaborative_ssd_case_inspection,gpt-oss:20b,2,75,88.11550000000001,0.5898168327773834
pair_115,collaborative_ssd_case_inspection,gpt-oss:20b,2,120,83.77500000000002,0.9289732217416251
pair_116,collaborative_ssd_case_inspection,gpt-oss:20b,2,164,82.97939024390246,0.9078116653180572
pair_117,collaborative_ssd_case_inspection,gpt-oss:20b,2,218,79.95699065420561,0.8937467225800033
pair_118,collaborative_ssd_case_inspection,gpt-oss:20b,2,73,89.4243378995434,0.92126196961405
pair_119,collaborative_ssd_case_inspection,gpt-oss:20b,2,74,63.76975675675678,0.9195356283790506
pair_120,collaborative_ssd_case_inspection,gpt-oss:20b,2,92,75.40644927536233,0.8882525759229831
pair_121,collaborative_ssd_case_inspection,gpt-oss:20b,2,161,78.70972567287788,0.9220165454944221
pair_122,collaborative_ssd_case_inspection,gpt-oss:20b,2,145,91.29137931034484,0.9426496985162918
pair_123,collaborative_ssd_case_inspection,gpt-oss:20b,2,104,78.76230769230773,0.8767661022566604
pair_124,collaborative_ssd_case_inspection,gpt-oss:20b,2,101,79.95378217821785,0.8975294939227947
pair_125,collaborative_ssd_case_inspection,gpt-oss:20b,2,89,83.49169943820225,0.8318681764406064
pair_126,collaborative_ssd_case_inspection,gpt-oss:20b,2,93,76.48314516129035,0.9128792332973055
pair_127,collaborative_ssd_case_inspection,gpt-oss:20b,2,76,97.3842105263158,0.925974025974026
pair_128,collaborative_ssd_case_inspection,gpt-oss:20b,2,114,87.96142105263161,0.900706878460888
pair_129,collaborative_ssd_case_inspection,gpt-oss:20b,2,70,62.09928571428571,0.9287699603140951
pair_130,collaborative_ssd_case_inspection,gpt-oss:20b,2,78,85.08865384615387,0.8043084610730247
pair_131,collaborative_ssd_case_inspection,gpt-oss:20b,2,141,94.4535416666667,0.9371493812874414
pair_132,collaborative_ssd_case_inspection,gpt-oss:20b,2,103,78.85020631067964,0.8863478218530496
pair_133,collaborative_ssd_case_inspection,gpt-oss:20b,2,96,64.38750000000003,0.5676074027731912
pair_134,collaborative_ssd_case_inspection,gpt-oss:20b,2,69,75.59434782608699,0.9411059730241884
pair_135,collaborative_ssd_case_inspection,gpt-oss:20b,2,98,68.87974489795918,0.9072026235095301
pair_136,collaborative_ssd_case_inspection,gpt-oss:20b,2,90,81.72180232558142,0.863616957600126
pair_137,collaborative_ssd_case_inspection,gpt-oss:20b,2,60,69.50500000000004,0.8120193489925436
pair_138,collaborative_ssd_case_inspection,gpt-oss:20b,2,234,85.39008771929826,0.9467360044837418
pair_139,collaborative_ssd_case_inspection,gpt-oss:20b,2,93,100.13475806451616,0.9242322929164244
pair_140,collaborative_ssd_case_inspection,gpt-oss:20b,2,178,80.4739655172414,0.9374017432118025
pair_141,collaborative_ssd_case_inspection,gpt-oss:20b,2,83,84.86531626506026,0.8464150818970656
pair_142,collaborative_ssd_case_inspection,gpt-oss:20b,2,117,85.31548076923079,0.9343738669889753
pair_143,collaborative_ssd_case_inspection,gpt-oss:20b,2,91,78.66090109890112,0.5790335269910505
pair_144,collaborative_ssd_case_inspection,gpt-oss:20b,2,111,82.17227027027029,0.6553174284718606
pair_145,collaborative_ssd_case_inspection,gpt-oss:20b,2,45,80.5975,0.8663251184166281
pair_146,collaborative_ssd_case_inspection,gpt-oss:20b,2,120,88.00500000000002,0.9000377437292436
pair_147,collaborative_ssd_case_inspection,gpt-oss:20b,2,134,76.2369776119403,0.9682942803806449
pair_148,collaborative_ssd_case_inspection,gpt-oss:20b,2,104,77.13538461538464,0.7468377051893365
pair_149,collaborative_ssd_case_inspection,gpt-oss:20b,2,67,96.39494402985075,0.8775068569892435
pair_150,collaborative_ssd_case_inspection,gpt-oss:20b,2,112,78.70785714285716,0.9519958440619438
pair_151,collaborative_ssd_case_inspection,gpt-oss:20b,2,105,81.89410714285717,0.9512259258003202
pair_152,collaborative_ssd_case_inspection,gpt-oss:20b,2,97,92.0780206185567,0.8928013809433811
